complaint_id,user_id,complaint_type,channel,event_type,description,timestamp,resolved
complaint-1605,user-441,irrelevant_content,in_app,MKTX-005,User complaint: irrelevant content,2026-05-20T12:27:36.403Z,true
complaint-1606,user-146,too_many_notifications,whatsapp,MKTX-003,User complaint: too many notifications,2026-06-05T10:14:36.403Z,false
complaint-1607,user-8319,irrelevant_content,push,TXNX-003,User complaint: irrelevant content,2026-06-06T13:29:36.403Z,true
complaint-1608,user-267,irrelevant_content,email,TXNX-003,User complaint: irrelevant content,2026-06-10T09:29:36.403Z,false
complaint-1609,user-9,irrelevant_content,push,RISK-004,User complaint: irrelevant content,2026-05-23T10:26:36.403Z,false
complaint-1610,user-827,too_many_notifications,push,RISK-004,User complaint: too many notifications,2026-06-10T09:23:36.403Z,false
complaint-1611,user-5388,wrong_time,whatsapp,SIPX-004,User complaint: wrong time,2026-05-25T13:18:36.403Z,false
complaint-1612,user-837,wrong_time,sms,RISK-004,User complaint: wrong time,2026-06-04T11:01:36.403Z,true
complaint-1613,user-3016,wrong_channel,sms,SIPX-001,User complaint: wrong channel,2026-06-15T13:52:36.403Z,true
complaint-1614,user-8204,too_many_notifications,in_app,RISK-002,User complaint: too many notifications,2026-06-07T10:26:36.403Z,true
complaint-1615,user-113,wrong_channel,push,SIPX-004,User complaint: wrong channel,2026-06-17T10:26:36.403Z,false
complaint-1616,user-8758,wrong_time,in_app,RISK-002,User complaint: wrong time,2026-06-11T10:26:36.403Z,false
complaint-1617,user-1157,irrelevant_content,whatsapp,TXNX-001,User complaint: irrelevant content,2026-05-30T10:26:36.403Z,true
complaint-1618,user-6454,missing_critical_notification,email,TXNX-003,User complaint: missing critical notification,2026-06-07T10:26:36.403Z,false
complaint-1619,user-9373,irrelevant_content,push,RISK-003,User complaint: irrelevant content,2026-06-13T12:46:36.403Z,true
complaint-1620,user-9593,missing_critical_notification,whatsapp,TXNX-001,User complaint: missing critical notification,2026-05-19T09:07:36.403Z,true
complaint-1621,user-7948,missing_critical_notification,sms,TXNX-002,User complaint: missing critical notification,2026-06-01T12:53:36.403Z,true
complaint-1622,user-1260,irrelevant_content,whatsapp,TXNX-003,User complaint: irrelevant content,2026-05-30T11:29:36.403Z,false
complaint-1623,user-2999,missing_critical_notification,whatsapp,SIPX-005,User complaint: missing critical notification,2026-06-03T09:11:36.403Z,true
complaint-1624,user-3355,missing_critical_notification,push,TXNX-004,User complaint: missing critical notification,2026-05-19T09:52:36.403Z,true
complaint-1625,user-6870,too_many_notifications,whatsapp,SIPX-004,User complaint: too many notifications,2026-06-15T10:26:36.403Z,true
complaint-1626,user-1281,wrong_time,push,TXNX-003,User complaint: wrong time,2026-06-10T12:39:36.403Z,true
complaint-1627,user-7679,wrong_channel,in_app,TXNX-004,User complaint: wrong channel,2026-06-08T11:46:36.403Z,false
complaint-1628,user-4088,irrelevant_content,sms,REGX-005,User complaint: irrelevant content,2026-06-10T12:49:36.403Z,true
complaint-1629,user-7208,irrelevant_content,email,TXNX-004,User complaint: irrelevant content,2026-05-19T10:26:36.403Z,false
complaint-1630,user-2926,irrelevant_content,in_app,RISK-002,User complaint: irrelevant content,2026-06-01T10:26:36.403Z,true
complaint-1631,user-1429,missing_critical_notification,email,REGX-004,User complaint: missing critical notification,2026-06-07T13:53:36.403Z,false
complaint-1632,user-3554,too_many_notifications,whatsapp,TXNX-001,User complaint: too many notifications,2026-06-05T10:47:36.403Z,true
complaint-1633,user-9189,too_many_notifications,in_app,TXNX-005,User complaint: too many notifications,2026-06-17T09:08:36.403Z,false
complaint-1634,user-2992,wrong_channel,in_app,TXNX-001,User complaint: wrong channel,2026-05-26T11:09:36.403Z,false
complaint-1635,user-395,irrelevant_content,whatsapp,RISK-004,User complaint: irrelevant content,2026-05-31T12:18:36.403Z,true
complaint-1636,user-6154,irrelevant_content,email,MKTX-005,User complaint: irrelevant content,2026-06-09T10:01:36.403Z,true
complaint-1637,user-1162,wrong_time,in_app,RISK-005,User complaint: wrong time,2026-05-29T09:35:36.403Z,false
complaint-1638,user-4611,missing_critical_notification,sms,SIPX-001,User complaint: missing critical notification,2026-05-28T11:05:36.403Z,true
complaint-1639,user-234,missing_critical_notification,sms,TXNX-005,User complaint: missing critical notification,2026-06-12T11:31:36.403Z,true
complaint-1640,user-2339,too_many_notifications,in_app,TXNX-001,User complaint: too many notifications,2026-06-10T09:28:36.403Z,true
complaint-1641,user-659,wrong_time,push,RISK-001,User complaint: wrong time,2026-05-29T13:13:36.403Z,true
complaint-1642,user-1676,irrelevant_content,email,TXNX-005,User complaint: irrelevant content,2026-05-24T10:26:36.403Z,true
complaint-1643,user-3060,too_many_notifications,whatsapp,SIPX-003,User complaint: too many notifications,2026-05-27T11:40:36.403Z,false
complaint-1644,user-8124,missing_critical_notification,sms,REGX-004,User complaint: missing critical notification,2026-05-28T08:35:36.403Z,false
complaint-1645,user-9865,too_many_notifications,whatsapp,RISK-005,User complaint: too many notifications,2026-05-28T11:31:36.403Z,false
complaint-1646,user-3633,too_many_notifications,email,MKTX-003,User complaint: too many notifications,2026-06-06T11:49:36.403Z,true
complaint-1647,user-4332,too_many_notifications,email,RISK-005,User complaint: too many notifications,2026-05-22T12:33:36.403Z,true
complaint-1648,user-6416,irrelevant_content,whatsapp,RISK-002,User complaint: irrelevant content,2026-05-27T08:53:36.403Z,true
complaint-1649,user-2957,wrong_channel,whatsapp,TXNX-002,User complaint: wrong channel,2026-06-08T10:50:36.403Z,false
complaint-1650,user-1796,wrong_channel,email,SIPX-001,User complaint: wrong channel,2026-05-21T10:03:36.403Z,true
complaint-1651,user-8665,wrong_channel,in_app,TXNX-001,User complaint: wrong channel,2026-06-17T10:26:36.403Z,true
complaint-1652,user-7630,wrong_time,push,RISK-001,User complaint: wrong time,2026-06-10T08:37:36.403Z,true
complaint-1653,user-6248,missing_critical_notification,whatsapp,RISK-001,User complaint: missing critical notification,2026-05-22T13:03:36.403Z,false
complaint-1654,user-6542,wrong_time,whatsapp,TXNX-005,User complaint: wrong time,2026-06-03T09:23:36.404Z,true
complaint-1655,user-1107,too_many_notifications,push,SIPX-003,User complaint: too many notifications,2026-05-19T13:14:36.404Z,false
complaint-1656,user-3936,missing_critical_notification,push,TXNX-003,User complaint: missing critical notification,2026-06-11T10:16:36.404Z,false
complaint-1657,user-629,missing_critical_notification,email,RISK-001,User complaint: missing critical notification,2026-05-27T08:37:36.404Z,true
complaint-1658,user-6097,wrong_channel,push,RISK-003,User complaint: wrong channel,2026-05-28T08:56:36.404Z,false
complaint-1659,user-9187,too_many_notifications,email,SIPX-005,User complaint: too many notifications,2026-06-17T13:22:36.404Z,true
complaint-1660,user-1856,irrelevant_content,whatsapp,TXNX-004,User complaint: irrelevant content,2026-06-07T09:53:36.404Z,true
complaint-1661,user-824,irrelevant_content,push,TXNX-002,User complaint: irrelevant content,2026-05-20T09:26:36.404Z,true
complaint-1662,user-353,too_many_notifications,whatsapp,RISK-002,User complaint: too many notifications,2026-06-13T13:03:36.404Z,false
complaint-1663,user-2889,irrelevant_content,whatsapp,TXNX-001,User complaint: irrelevant content,2026-06-01T08:36:36.404Z,true
complaint-1664,user-420,too_many_notifications,sms,MKTX-001,User complaint: too many notifications,2026-06-16T09:13:36.404Z,false
complaint-1665,user-1331,too_many_notifications,sms,RISK-004,User complaint: too many notifications,2026-05-22T11:50:36.404Z,true
complaint-1666,user-4017,wrong_time,sms,MKTX-002,User complaint: wrong time,2026-06-09T11:34:36.404Z,true
complaint-1667,user-9386,wrong_channel,push,TXNX-002,User complaint: wrong channel,2026-05-21T10:26:36.404Z,true
complaint-1668,user-1259,missing_critical_notification,sms,MKTX-004,User complaint: missing critical notification,2026-05-24T08:14:36.404Z,true
complaint-1669,user-5015,missing_critical_notification,sms,TXNX-004,User complaint: missing critical notification,2026-06-02T11:49:36.404Z,true
complaint-1670,user-8782,too_many_notifications,push,REGX-001,User complaint: too many notifications,2026-05-24T09:47:36.404Z,true
complaint-1671,user-3277,wrong_channel,sms,RISK-003,User complaint: wrong channel,2026-05-26T10:50:36.404Z,true
complaint-1672,user-1272,wrong_time,push,RISK-001,User complaint: wrong time,2026-05-29T10:58:36.404Z,false
complaint-1673,user-8616,irrelevant_content,whatsapp,SIPX-002,User complaint: irrelevant content,2026-06-16T10:26:36.404Z,true
complaint-1674,user-4069,wrong_time,push,SIPX-003,User complaint: wrong time,2026-05-23T10:16:36.404Z,false
complaint-1675,user-9796,irrelevant_content,push,SIPX-005,User complaint: irrelevant content,2026-06-07T08:57:36.404Z,true
complaint-1676,user-7555,irrelevant_content,push,TXNX-003,User complaint: irrelevant content,2026-05-25T10:26:36.404Z,true
complaint-1677,user-4375,missing_critical_notification,whatsapp,RISK-002,User complaint: missing critical notification,2026-06-12T12:02:36.404Z,true
complaint-1678,user-4097,too_many_notifications,whatsapp,SIPX-005,User complaint: too many notifications,2026-06-04T10:33:36.404Z,true
complaint-1679,user-9930,too_many_notifications,sms,TXNX-003,User complaint: too many notifications,2026-05-21T12:43:36.404Z,false
complaint-1680,user-6114,wrong_channel,email,SIPX-005,User complaint: wrong channel,2026-06-07T10:51:36.404Z,true
complaint-1681,user-3828,irrelevant_content,email,TXNX-001,User complaint: irrelevant content,2026-06-01T12:59:36.404Z,false
complaint-1682,user-4670,too_many_notifications,email,SIPX-001,User complaint: too many notifications,2026-05-29T10:08:36.404Z,true
complaint-1683,user-4184,too_many_notifications,push,TXNX-005,User complaint: too many notifications,2026-06-12T09:10:36.404Z,true
complaint-1684,user-1422,missing_critical_notification,push,TXNX-001,User complaint: missing critical notification,2026-05-23T10:26:36.404Z,false
complaint-1685,user-3275,irrelevant_content,push,REGX-002,User complaint: irrelevant content,2026-05-23T09:09:36.404Z,true
complaint-1686,user-8371,too_many_notifications,whatsapp,TXNX-005,User complaint: too many notifications,2026-06-14T12:05:36.404Z,false
complaint-1687,user-2443,irrelevant_content,in_app,RISK-003,User complaint: irrelevant content,2026-06-13T13:52:36.404Z,false
complaint-1688,user-3489,too_many_notifications,in_app,RISK-004,User complaint: too many notifications,2026-05-28T12:30:36.404Z,false
complaint-1689,user-5726,wrong_channel,whatsapp,SIPX-005,User complaint: wrong channel,2026-06-03T12:11:36.404Z,false
complaint-1690,user-3170,irrelevant_content,sms,REGX-003,User complaint: irrelevant content,2026-05-21T10:26:36.404Z,true
complaint-1691,user-8329,too_many_notifications,whatsapp,MKTX-003,User complaint: too many notifications,2026-06-12T10:33:36.404Z,false
complaint-1692,user-380,too_many_notifications,push,RISK-005,User complaint: too many notifications,2026-06-15T10:26:36.404Z,true
complaint-1693,user-3842,too_many_notifications,in_app,MKTX-003,User complaint: too many notifications,2026-06-07T13:17:36.404Z,true
complaint-1694,user-6442,wrong_time,email,MKTX-004,User complaint: wrong time,2026-06-11T08:25:36.404Z,true
complaint-1695,user-3631,too_many_notifications,in_app,RISK-005,User complaint: too many notifications,2026-05-26T11:57:36.404Z,true
complaint-1696,user-221,wrong_channel,sms,TXNX-004,User complaint: wrong channel,2026-06-12T13:20:36.404Z,true
complaint-1697,user-6044,irrelevant_content,push,RISK-005,User complaint: irrelevant content,2026-05-23T10:04:36.404Z,true
complaint-1698,user-1132,wrong_channel,email,TXNX-001,User complaint: wrong channel,2026-05-25T08:17:36.404Z,false
complaint-1699,user-3474,wrong_channel,sms,MKTX-005,User complaint: wrong channel,2026-06-02T10:57:36.404Z,false
complaint-1700,user-4453,wrong_time,email,SIPX-003,User complaint: wrong time,2026-06-02T10:26:36.404Z,true
complaint-1701,user-34,wrong_time,push,TXNX-004,User complaint: wrong time,2026-06-16T09:57:36.404Z,false
complaint-1702,user-5204,too_many_notifications,push,TXNX-004,User complaint: too many notifications,2026-06-09T09:35:36.404Z,true
complaint-1703,user-6275,too_many_notifications,push,REGX-002,User complaint: too many notifications,2026-05-21T11:23:36.404Z,false
complaint-1704,user-1404,wrong_time,sms,MKTX-004,User complaint: wrong time,2026-06-01T12:51:36.404Z,true
complaint-1705,user-9116,wrong_channel,whatsapp,TXNX-005,User complaint: wrong channel,2026-06-03T09:34:36.404Z,false
complaint-1706,user-6919,irrelevant_content,whatsapp,RISK-003,User complaint: irrelevant content,2026-06-16T10:26:36.404Z,true
complaint-1707,user-7398,wrong_channel,email,SIPX-001,User complaint: wrong channel,2026-05-23T10:26:36.404Z,true
complaint-1708,user-2402,missing_critical_notification,push,TXNX-004,User complaint: missing critical notification,2026-05-21T13:07:36.404Z,true
complaint-1709,user-1294,too_many_notifications,whatsapp,RISK-002,User complaint: too many notifications,2026-06-17T13:13:36.404Z,true
complaint-1710,user-6792,too_many_notifications,whatsapp,TXNX-003,User complaint: too many notifications,2026-05-20T10:26:36.404Z,true
complaint-1711,user-6829,irrelevant_content,push,MKTX-001,User complaint: irrelevant content,2026-05-26T13:34:36.404Z,true
complaint-1712,user-3715,wrong_time,in_app,MKTX-005,User complaint: wrong time,2026-06-05T13:02:36.404Z,true
complaint-1713,user-9672,wrong_time,whatsapp,RISK-003,User complaint: wrong time,2026-06-09T10:26:36.404Z,true
complaint-1714,user-9903,wrong_channel,sms,RISK-002,User complaint: wrong channel,2026-06-10T08:54:36.404Z,false
complaint-1715,user-2255,wrong_channel,whatsapp,TXNX-005,User complaint: wrong channel,2026-05-19T11:30:36.404Z,false
complaint-1716,user-4480,irrelevant_content,push,MKTX-005,User complaint: irrelevant content,2026-06-01T10:26:36.404Z,true
complaint-1717,user-3468,wrong_time,push,TXNX-001,User complaint: wrong time,2026-05-20T09:24:36.404Z,true
complaint-1718,user-6118,wrong_channel,push,TXNX-003,User complaint: wrong channel,2026-06-17T10:26:36.404Z,false
complaint-1719,user-1970,too_many_notifications,push,MKTX-005,User complaint: too many notifications,2026-05-26T10:26:36.404Z,true
complaint-1720,user-2567,irrelevant_content,whatsapp,SIPX-003,User complaint: irrelevant content,2026-05-26T09:25:36.404Z,true
complaint-1721,user-4116,too_many_notifications,email,RISK-005,User complaint: too many notifications,2026-05-25T12:57:36.404Z,false
complaint-1722,user-1258,too_many_notifications,push,TXNX-001,User complaint: too many notifications,2026-05-25T09:07:36.404Z,true
complaint-1723,user-8155,wrong_channel,email,TXNX-003,User complaint: wrong channel,2026-05-28T08:33:36.404Z,true
complaint-1724,user-5151,wrong_time,email,REGX-002,User complaint: wrong time,2026-06-12T11:31:36.404Z,false
complaint-1725,user-1188,too_many_notifications,push,TXNX-004,User complaint: too many notifications,2026-06-03T08:11:36.404Z,false
complaint-1726,user-3626,wrong_time,whatsapp,SIPX-003,User complaint: wrong time,2026-05-19T09:52:36.404Z,false
complaint-1727,user-6980,too_many_notifications,sms,MKTX-003,User complaint: too many notifications,2026-05-31T11:56:36.404Z,false
complaint-1728,user-2071,wrong_time,in_app,TXNX-005,User complaint: wrong time,2026-06-15T08:58:36.404Z,false
complaint-1729,user-117,wrong_channel,in_app,TXNX-001,User complaint: wrong channel,2026-06-15T11:59:36.404Z,true
complaint-1730,user-6132,irrelevant_content,in_app,REGX-004,User complaint: irrelevant content,2026-05-28T12:58:36.404Z,true
complaint-1731,user-1055,too_many_notifications,whatsapp,MKTX-004,User complaint: too many notifications,2026-06-05T10:29:36.404Z,true
complaint-1732,user-4814,wrong_channel,whatsapp,SIPX-005,User complaint: wrong channel,2026-06-05T12:59:36.404Z,true
complaint-1733,user-3486,wrong_time,sms,REGX-003,User complaint: wrong time,2026-05-31T08:06:36.404Z,false
complaint-1734,user-2872,wrong_time,whatsapp,TXNX-004,User complaint: wrong time,2026-06-07T08:27:36.404Z,true
complaint-1735,user-5468,missing_critical_notification,sms,RISK-004,User complaint: missing critical notification,2026-06-17T08:24:36.404Z,false
complaint-1736,user-4038,wrong_time,whatsapp,MKTX-002,User complaint: wrong time,2026-06-12T13:08:36.404Z,true
complaint-1737,user-2670,missing_critical_notification,push,MKTX-005,User complaint: missing critical notification,2026-06-06T13:16:36.404Z,true
complaint-1738,user-3277,irrelevant_content,whatsapp,TXNX-003,User complaint: irrelevant content,2026-06-02T12:19:36.404Z,true
complaint-1739,user-8978,wrong_time,whatsapp,MKTX-004,User complaint: wrong time,2026-05-22T09:36:36.404Z,false
complaint-1740,user-2323,irrelevant_content,sms,SIPX-005,User complaint: irrelevant content,2026-06-13T11:17:36.404Z,true
complaint-1741,user-3819,wrong_channel,sms,TXNX-001,User complaint: wrong channel,2026-05-28T10:44:36.404Z,true
complaint-1742,user-1194,too_many_notifications,push,MKTX-004,User complaint: too many notifications,2026-06-08T10:14:36.404Z,true
complaint-1743,user-1686,too_many_notifications,in_app,TXNX-004,User complaint: too many notifications,2026-06-06T08:33:36.404Z,true
complaint-1744,user-541,too_many_notifications,sms,SIPX-004,User complaint: too many notifications,2026-05-30T11:20:36.404Z,false
complaint-1745,user-4694,wrong_time,in_app,REGX-005,User complaint: wrong time,2026-06-13T13:30:36.404Z,true
complaint-1746,user-2934,wrong_channel,whatsapp,MKTX-005,User complaint: wrong channel,2026-05-31T13:53:36.404Z,true
complaint-1747,user-3383,wrong_time,sms,REGX-005,User complaint: wrong time,2026-05-19T13:35:36.404Z,true
complaint-1748,user-6147,wrong_time,whatsapp,TXNX-004,User complaint: wrong time,2026-06-13T09:59:36.404Z,false
complaint-1749,user-6957,missing_critical_notification,whatsapp,TXNX-001,User complaint: missing critical notification,2026-06-12T08:13:36.404Z,false
complaint-1750,user-2950,too_many_notifications,in_app,REGX-002,User complaint: too many notifications,2026-06-14T13:15:36.404Z,false
complaint-1751,user-1502,too_many_notifications,whatsapp,RISK-003,User complaint: too many notifications,2026-06-10T10:26:36.404Z,true
complaint-1752,user-4507,too_many_notifications,push,SIPX-001,User complaint: too many notifications,2026-05-26T10:26:36.404Z,false
complaint-1753,user-5131,irrelevant_content,sms,REGX-003,User complaint: irrelevant content,2026-05-21T13:30:36.404Z,true
complaint-1754,user-3413,wrong_time,push,MKTX-005,User complaint: wrong time,2026-05-24T09:33:36.404Z,true
complaint-1755,user-7585,too_many_notifications,sms,TXNX-004,User complaint: too many notifications,2026-06-05T12:27:36.404Z,false
complaint-1756,user-741,missing_critical_notification,email,TXNX-001,User complaint: missing critical notification,2026-06-08T13:52:36.404Z,false
complaint-1757,user-207,wrong_time,push,RISK-003,User complaint: wrong time,2026-05-19T11:58:36.404Z,false
complaint-1758,user-347,too_many_notifications,push,RISK-001,User complaint: too many notifications,2026-05-23T10:26:36.404Z,true
complaint-1759,user-9494,wrong_time,sms,RISK-005,User complaint: wrong time,2026-05-27T10:26:36.404Z,true
complaint-1760,user-1673,irrelevant_content,email,TXNX-002,User complaint: irrelevant content,2026-05-23T13:42:36.404Z,true
complaint-1761,user-4963,wrong_time,in_app,RISK-001,User complaint: wrong time,2026-05-31T12:23:36.404Z,false
complaint-1762,user-1810,too_many_notifications,in_app,TXNX-005,User complaint: too many notifications,2026-05-21T10:26:36.404Z,false
complaint-1763,user-1734,too_many_notifications,email,TXNX-002,User complaint: too many notifications,2026-05-31T10:32:36.404Z,true
complaint-1764,user-4937,missing_critical_notification,push,TXNX-003,User complaint: missing critical notification,2026-06-13T11:41:36.404Z,true
complaint-1765,user-6839,wrong_time,sms,RISK-005,User complaint: wrong time,2026-06-13T13:30:36.404Z,true
complaint-1766,user-6214,wrong_channel,sms,SIPX-002,User complaint: wrong channel,2026-06-15T09:18:36.404Z,false
complaint-1767,user-3270,too_many_notifications,sms,TXNX-001,User complaint: too many notifications,2026-06-03T13:01:36.404Z,false
complaint-1768,user-1100,wrong_time,push,REGX-001,User complaint: wrong time,2026-06-14T11:19:36.404Z,false
complaint-1769,user-493,too_many_notifications,email,REGX-004,User complaint: too many notifications,2026-06-15T11:50:36.404Z,false
complaint-1770,user-8913,wrong_time,email,MKTX-003,User complaint: wrong time,2026-05-24T10:49:36.404Z,false
complaint-1771,user-4405,irrelevant_content,push,REGX-002,User complaint: irrelevant content,2026-05-25T10:42:36.404Z,false
complaint-1772,user-8945,wrong_time,email,MKTX-003,User complaint: wrong time,2026-06-10T08:49:36.404Z,false
complaint-1773,user-4378,missing_critical_notification,whatsapp,TXNX-005,User complaint: missing critical notification,2026-06-13T13:45:36.404Z,true
complaint-1774,user-2110,too_many_notifications,email,TXNX-004,User complaint: too many notifications,2026-05-31T09:09:36.404Z,false
complaint-1775,user-5445,wrong_channel,in_app,TXNX-003,User complaint: wrong channel,2026-06-08T10:18:36.404Z,true
complaint-1776,user-7294,irrelevant_content,sms,TXNX-002,User complaint: irrelevant content,2026-05-24T09:08:36.404Z,true
complaint-1777,user-6950,wrong_time,in_app,TXNX-003,User complaint: wrong time,2026-06-09T09:30:36.404Z,true
complaint-1778,user-3883,wrong_time,email,RISK-005,User complaint: wrong time,2026-06-12T13:59:36.404Z,true
complaint-1779,user-4431,too_many_notifications,push,SIPX-002,User complaint: too many notifications,2026-06-12T09:06:36.404Z,true
complaint-1780,user-6955,irrelevant_content,push,TXNX-002,User complaint: irrelevant content,2026-06-01T09:41:36.404Z,true
complaint-1781,user-2604,irrelevant_content,email,SIPX-005,User complaint: irrelevant content,2026-06-09T13:58:36.404Z,true
complaint-1782,user-3921,irrelevant_content,sms,TXNX-005,User complaint: irrelevant content,2026-06-17T08:19:36.404Z,true
complaint-1783,user-1421,wrong_time,sms,TXNX-003,User complaint: wrong time,2026-06-02T10:47:36.404Z,false
complaint-1784,user-9099,missing_critical_notification,sms,TXNX-002,User complaint: missing critical notification,2026-06-06T10:53:36.404Z,true
complaint-1785,user-2290,too_many_notifications,email,TXNX-002,User complaint: too many notifications,2026-06-06T12:08:36.404Z,false
complaint-1786,user-1165,wrong_channel,whatsapp,SIPX-004,User complaint: wrong channel,2026-06-11T12:17:36.404Z,true
complaint-1787,user-5724,too_many_notifications,email,RISK-005,User complaint: too many notifications,2026-05-24T12:47:36.404Z,true
complaint-1788,user-4430,too_many_notifications,sms,RISK-005,User complaint: too many notifications,2026-06-15T10:05:36.404Z,true
complaint-1789,user-4763,irrelevant_content,in_app,TXNX-003,User complaint: irrelevant content,2026-06-08T10:26:36.404Z,false
complaint-1790,user-8486,missing_critical_notification,whatsapp,TXNX-005,User complaint: missing critical notification,2026-06-07T10:26:36.404Z,true
complaint-1791,user-4807,too_many_notifications,email,MKTX-001,User complaint: too many notifications,2026-05-19T13:19:36.404Z,true
complaint-1792,user-5894,wrong_time,in_app,RISK-001,User complaint: wrong time,2026-05-29T12:12:36.404Z,false
complaint-1793,user-3593,wrong_channel,sms,REGX-003,User complaint: wrong channel,2026-06-05T13:23:36.404Z,false
complaint-1794,user-8070,wrong_time,push,SIPX-004,User complaint: wrong time,2026-05-28T11:32:36.404Z,true
complaint-1795,user-2110,too_many_notifications,email,RISK-003,User complaint: too many notifications,2026-06-10T10:26:36.404Z,false
complaint-1796,user-1724,wrong_time,whatsapp,TXNX-001,User complaint: wrong time,2026-06-09T13:55:36.404Z,false
complaint-1797,user-4529,irrelevant_content,email,TXNX-005,User complaint: irrelevant content,2026-06-04T08:50:36.404Z,true
complaint-1798,user-2861,wrong_time,sms,TXNX-001,User complaint: wrong time,2026-06-11T10:26:36.404Z,false
complaint-1799,user-3918,irrelevant_content,whatsapp,RISK-002,User complaint: irrelevant content,2026-06-13T13:58:36.404Z,false
complaint-1800,user-4094,irrelevant_content,in_app,RISK-002,User complaint: irrelevant content,2026-06-12T09:22:36.404Z,true
complaint-1801,user-3459,irrelevant_content,whatsapp,RISK-002,User complaint: irrelevant content,2026-05-31T10:54:36.404Z,true
complaint-1802,user-2747,irrelevant_content,email,RISK-003,User complaint: irrelevant content,2026-05-29T08:28:36.404Z,true
complaint-1803,user-8638,too_many_notifications,sms,SIPX-004,User complaint: too many notifications,2026-06-06T10:26:36.404Z,true
complaint-1804,user-6833,wrong_time,in_app,RISK-004,User complaint: wrong time,2026-06-13T08:34:36.404Z,true
complaint-1805,user-8751,too_many_notifications,whatsapp,TXNX-004,User complaint: too many notifications,2026-06-15T08:51:36.404Z,false
complaint-1806,user-2305,irrelevant_content,sms,SIPX-004,User complaint: irrelevant content,2026-06-06T13:40:36.404Z,true
complaint-1807,user-3221,irrelevant_content,whatsapp,RISK-005,User complaint: irrelevant content,2026-05-28T09:33:36.404Z,false
complaint-1808,user-1701,wrong_channel,email,RISK-004,User complaint: wrong channel,2026-05-29T09:48:36.404Z,false
complaint-1809,user-8087,too_many_notifications,push,REGX-004,User complaint: too many notifications,2026-05-21T10:26:36.404Z,true
complaint-1810,user-439,irrelevant_content,in_app,TXNX-003,User complaint: irrelevant content,2026-06-11T09:25:36.404Z,true
complaint-1811,user-6956,too_many_notifications,whatsapp,TXNX-002,User complaint: too many notifications,2026-06-14T12:55:36.404Z,false
complaint-1812,user-8777,missing_critical_notification,sms,RISK-005,User complaint: missing critical notification,2026-06-04T11:27:36.404Z,true
complaint-1813,user-5474,wrong_time,email,SIPX-005,User complaint: wrong time,2026-05-31T10:29:36.404Z,true
complaint-1814,user-1710,missing_critical_notification,email,TXNX-003,User complaint: missing critical notification,2026-06-04T09:33:36.404Z,true
complaint-1815,user-5190,too_many_notifications,email,TXNX-002,User complaint: too many notifications,2026-06-02T10:26:36.404Z,true
complaint-1816,user-1716,wrong_time,whatsapp,SIPX-001,User complaint: wrong time,2026-06-15T12:07:36.404Z,false
complaint-1817,user-8305,wrong_channel,email,RISK-005,User complaint: wrong channel,2026-06-10T10:26:36.404Z,false
complaint-1818,user-4215,irrelevant_content,whatsapp,TXNX-001,User complaint: irrelevant content,2026-05-22T12:17:36.404Z,true
complaint-1819,user-9224,irrelevant_content,in_app,SIPX-004,User complaint: irrelevant content,2026-06-04T09:37:36.404Z,false
complaint-1820,user-6093,wrong_time,whatsapp,TXNX-001,User complaint: wrong time,2026-05-24T10:26:36.404Z,true
complaint-1821,user-1209,missing_critical_notification,in_app,MKTX-005,User complaint: missing critical notification,2026-06-13T13:15:36.404Z,true
complaint-1822,user-3835,wrong_time,sms,SIPX-004,User complaint: wrong time,2026-06-13T10:53:36.404Z,true
complaint-1823,user-4196,wrong_channel,sms,SIPX-001,User complaint: wrong channel,2026-06-03T12:55:36.404Z,false
complaint-1824,user-1195,too_many_notifications,in_app,TXNX-003,User complaint: too many notifications,2026-05-25T10:26:36.404Z,true
complaint-1825,user-6142,irrelevant_content,email,RISK-002,User complaint: irrelevant content,2026-06-14T13:32:36.404Z,false
complaint-1826,user-1926,irrelevant_content,push,TXNX-002,User complaint: irrelevant content,2026-05-20T13:50:36.404Z,true
complaint-1827,user-2638,too_many_notifications,push,TXNX-004,User complaint: too many notifications,2026-06-03T08:32:36.404Z,true
complaint-1828,user-3601,too_many_notifications,sms,TXNX-005,User complaint: too many notifications,2026-06-15T12:00:36.404Z,false
complaint-1829,user-8143,missing_critical_notification,push,RISK-005,User complaint: missing critical notification,2026-05-21T13:50:36.404Z,true
complaint-1830,user-8062,wrong_time,email,TXNX-005,User complaint: wrong time,2026-05-19T11:44:36.404Z,true
complaint-1831,user-995,too_many_notifications,whatsapp,RISK-005,User complaint: too many notifications,2026-05-28T11:17:36.404Z,false
complaint-1832,user-2054,missing_critical_notification,sms,MKTX-001,User complaint: missing critical notification,2026-05-23T13:33:36.404Z,false
complaint-1833,user-1696,irrelevant_content,whatsapp,MKTX-001,User complaint: irrelevant content,2026-05-23T13:23:36.404Z,true
complaint-1834,user-9535,wrong_time,email,TXNX-001,User complaint: wrong time,2026-06-02T10:46:36.404Z,false
complaint-1835,user-3409,too_many_notifications,sms,REGX-005,User complaint: too many notifications,2026-05-22T11:04:36.404Z,true
complaint-1836,user-9035,irrelevant_content,whatsapp,RISK-005,User complaint: irrelevant content,2026-06-08T08:13:36.404Z,true
complaint-1837,user-5572,irrelevant_content,whatsapp,MKTX-002,User complaint: irrelevant content,2026-06-08T10:40:36.404Z,false
